market,category,subcategory,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,Panadería,Panificados,ARG,Barra organica 250 g. x unidad ,"$ 315,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Preferido para horno con harina 1 kg. ,"$ 662,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Preferido con harina 1 kg. ,"$ 381,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Mamá Cocina fortificado 1 kg. ,"$ 245,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Cañuelas 1 kg. ,"$ 190,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Preferido con harina 500 g. ,"$ 214,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Morixe 500 g. ,"$ 184,80",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Mamá Cocina fortificado 500 g. ,"$ 185,90",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Favorita alto en hierro 450 g. ,"$ 161,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Morixe 1 kg. ,"$ 317,40",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Preferido ajo y perejil 500 g. ,"$ 246,50",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Lucchetti 1 kg. ,"$ 315,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Preferido para horno con harina 500 g. ,"$ 327,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Maggi® mix de cereales y semillas 350 g. ,"$ 355,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Lucchetti con harina 500 g. ,"$ 184,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Mamá Cocina para freír fortificado 500 g. ,"$ 177,20",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Lucchetti 500 g. ,"$ 175,00",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador horno fortificado Mamá Cocina 1 kg. ,"$ 456,80",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Mamá Cocina para horno fortificado 500 g. ,"$ 243,70",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Morixe 500 g. ,"$ 184,80",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Mamá Cocina freír fortificado 1 kg. ,"$ 363,10",,,
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Pan rallado Caserita vitamina k bolsa 500 g. ," 225,50","$ 180,40c/u",20% Off  ,https://carrefourar.vtexassets.com/arquivos/ids/242987-170-170?v=1767627509&width=170&height=170&aspect=true
Carrefour,Panadería,Pan rallado y rebozadores,ARG,Rebozador Caserita vitamina k bolsa 500 g. ," 225,50","$ 180,40c/u",20% Off  ,https://carrefourar.vtexassets.com/arquivos/ids/242988-170-170?v=1767634231&width=170&height=170&aspect=true
Carrefour,Panadería,Pizzas y prepizzas,ARG,Prepizza de tomate 250 g. ,"$ 173,50",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizzetas de tomate 6 u. ,"$ 237,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Prepizza de tomate 250 g. ,"$ 248,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza de muzzarella 460 g. ,"$ 863,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza palita muzzarella descongelada 180 g. x uni ," 315,00","$ 236,25c/u",2do al 50% Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/251481-170-170?v=1767629159&width=170&height=170&aspect=true
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza de muzzarella con cebolla 520 g. ,"$ 941,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza de muzzarella jamón y morrones 575 g. ,"$ 1.220,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza palita muzzarella y jamón descongelada 200 g. x uni ," 337,00","$ 252,75c/u",2do al 50% Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/251482-170-170?v=1767628518&width=170&height=170&aspect=true
Carrefour,Panadería,Pizzas y prepizzas,ARG,Pizza de muzzarella con jamón y morrones 575 g. ,"$ 1.220,00",,,
Carrefour,Panadería,Pizzas y prepizzas,ARG,Prepizza Grun orgánico integral con tomate bolsa 340 g. ,"$ 220,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Empanada de carne 6 u. ,"$ 925,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sandwiches de miga triple jamón y queso 6 u. ,"$ 810,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Fajitas Lucchetti x 10 uni ,"$ 325,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Empanada de jamón y queso 6 u. ,"$ 925,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sándwich de miga triple j y q pan negro So Fresh x 3 uni ,"$ 506,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta individual integral verdura 270 g. ,"$ 593,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Pollo al spiedo trozado x kg. ,"$ 1.669,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta individual jamón y queso 270 g. ,"$ 593,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Empanada de pollo 6 u. ,"$ 925,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sándwich triple miga jamón y queso pan blanco So Fresh x 3 uni ,"$ 538,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta individual calabaza y muzzarella 270 g. ,"$ 593,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Empanada de carne 2 u. ,"$ 311,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sandwich triple jamón y queso pan negro So Fresh x 3 uni ,"$ 536,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sandwich triangulo recargado j/q 2 uni ,"$ 584,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Pollo al spiedo x kg. ,"$ 1.669,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Cuadrado pastafrola de membrillo x uni ,"$ 350,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tiramisu x uni ,"$ 1.100,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta rocher x uni ,"$ 1.100,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Sfogliatelle x uni ,"$ 600,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta lemon pie x uni ,"$ 900,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Cuadrado brownie x uni ,"$ 400,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta de chocolate nuez x uni ,"$ 1.100,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta brownie con merengue x uni ,"$ 900,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Chessecake x uni ,"$ 1.100,00",,,
Carrefour,Panadería,"Sandwiches, Empanadas y Tartas",ARG,Tarta de pistacho x uni ,"$ 1.100,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty express 4 u. ,"$ 555,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne Good Mark 4 u. sin TACC ,"$ 644,70",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty clásico 4 u. ,"$ 919,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty clásico 12 u. ,"$ 2.535,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty finita 2 u. ,"$ 212,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallones de carne Rancho Alto con soja 4 u. ,"$ 313,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallones de carne Rancho Alto 2 u. ,"$ 125,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty 72 g. caja x 4 uni ,"$ 759,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift clásica 12 u. ,"$ 2.770,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift clásica 4 u. ,"$ 858,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne vacuna 110 g. ,"$ 137,50",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón premium NotBurger® flowpack 4 x 320 g. ," 1.265,00","$ 822,25c/u",2do al 70% Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/240684-170-170?v=1767634319&width=170&height=170&aspect=true
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne con soja Swift burguer 4 u. ,"$ 540,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Unión Ganadera de carne 4 u. sin TACC ,"$ 967,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesas de pollo Granja Tres Arroyos 2 u. ," 328,00","$ 213,20c/u",2do al 70% Iguales HAMBURGUESAS,https://carrefourar.vtexassets.com/arquivos/ids/176903-170-170?v=1767634784&width=170&height=170&aspect=true
Carrefour,Congelados,Hamburguesas,ARG,Medallón Vegetalex vegetal burguer x 2 uni ,"$ 646,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift casera 2 u. ,"$ 744,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty 20 u. ,"$ 4.025,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón premium NotBurger® flowpack 2 x 160 g. ," 676,92","$ 440,00c/u",2do al 70% Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/240725-170-170?v=1767636555&width=170&height=170&aspect=true
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa de pollo gta 110 g. ,"$ 367,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallon de carne Paty con queso provolone 2 u. ,"$ 610,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne Paty con cebolla 2 u. ,"$ 590,80",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift 20 u. ,"$ 4.665,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne Paty con morrón asado 2 u. ,"$ 590,80",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa de cerdo Paladini bacon y cheddar 2 u. ,"$ 407,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón premium NotBurger® flowpack 2 x 240 g. ," 988,00","$ 642,20c/u",2do al 70% Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/240690-170-170?v=1767620461&width=170&height=170&aspect=true
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne La Blanca 2 u. ,"$ 149,90",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa grande Paty 2 u. ,"$ 735,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty grande 4 u. ,"$ 1.460,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne Swift parrillero 4 u. ,"$ 1.022,40",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift clásica XL 250 g. ,"$ 759,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa supe gigante Unión Ganadera 280 g. ,"$ 764,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paty 2 u. ,"$ 476,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa de cerdo Paladini criolla morrón y cebolla 2 u. ,"$ 407,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Swift clásica 2 u. ,"$ 492,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paladini 2 u. ,"$ 451,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paladini en caja 4 uni ,"$ 939,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón de carne Swift receta especial reducido en grasas 4 u. ,"$ 1.022,40",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa Paladini más finas 2 u. ,"$ 344,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón Paladini cerdo picante 2 uni ,"$ 566,00",,,
Carrefour,Congelados,Hamburguesas,ARG,Hamburguesa de carne Paty x 2 uni ,"$ 509,60",,,
Carrefour,Congelados,Hamburguesas,ARG,Medallón burguer Beyond meat 4 uni ,"$ 3.065,80",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo Swift 380 g. ,"$ 620,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa NotChickenMila® 2 x 220 g. ,"$ 705,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Formitas de pollo Lucchetti 350 g. ,"$ 613,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón de pollo Swift 4 u. ,"$ 619,50",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa NotMila® 2 x 220 g. ,"$ 597,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa rebozada Huella Natural carne 500 g. ," 925,75","$ 462,88c/u",2x1 Combinable MILANESA,https://carrefourar.vtexassets.com/arquivos/ids/214578-170-170?v=1767638396&width=170&height=170&aspect=true
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets de pollo Sadia x 3 kg. ,"$ 4.225,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets Vegetalex vegetal 300 g. ,"$ 723,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de pechuga de pollo Holis 500 g. ," 1.123,55","$ 561,78c/u",2x1 Combinable MILANESA,https://carrefourar.vtexassets.com/arquivos/ids/270336-170-170?v=1767640142&width=170&height=170&aspect=true
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de pollo congelada (bandeja) x kg. ,"$ 2.001,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets Not chicken en bolsa 300 g. ,"$ 983,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Palitos de pollo Swift 260 g. ,"$ 549,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de carne Paty 2 u. ,"$ 465,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets de pollo Sadia 900 g. ,"$ 2.130,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de vegetales Granja del sol 4 uni ,"$ 805,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo Patitas 1 kg + 100 g gratis ,"$ 3.235,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de carne Swift 380 g. ,"$ 693,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de nalga premium Holis carne vacuna 500 g. ," 1.190,25","$ 595,13c/u",2x1 Combinable MILANESA,https://carrefourar.vtexassets.com/arquivos/ids/270334-170-170?v=1767637868&width=170&height=170&aspect=true
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de carne Paty 4 u. ,"$ 904,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets Not chicken sticks 300 g. ,"$ 950,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de cerdo premium Holis 500 g. ," 1.064,00","$ 532,00c/u",2x1 Combinable MILANESA,https://carrefourar.vtexassets.com/arquivos/ids/270337-170-170?v=1767639556&width=170&height=170&aspect=true
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón de pollo Paladini 2 u. ,"$ 380,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de peceto Novillito x kg. ,"$ 2.199,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de soja Granja del sol relleno cabaza y queso 380 g. ,"$ 1.036,34",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de soja Granja del sol casera 4 uni ,"$ 636,04",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de peceto congelada (bandeja) x kg. ," 3.004,95","$ 3.004,95",,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de cerdo congelada (bandeja) x kg. ," 1.900,95","$ 1.900,95",,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón de pollo Paladini jamón y queso 2 u. ,"$ 445,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets de pollo Granja del sol en bolsa 900 g. ,"$ 3.250,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Mix de medallitos empanados prefritos 500 g. ,"$ 632,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo Patitas 400 g. ,"$ 1.280,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Palitos de pollo Swift congelados 1 kg. ,"$ 2.135,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo Lucchetti 800 g. ,"$ 1.785,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa rebozada congelada (bandeja) x kg. ,"$ 2.428,80",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Mini milanesas de merluza a la romana con provensal x kg. ,"$ 980,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallones de pollo rebozados Tres Arroyos 375 g. ,"$ 780,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de pollo congeladas Cabaña nut sin tacc 500 g. ,"$ 897,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón pollo rebozado crocante 150 g. x 2 uni ,"$ 405,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo Swift 760 g. ,"$ 1.725,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas carne vacuna congeladas x 2 kg. ,"$ 4.371,15",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bastones de merluza rebozadas a granel x kg. ,"$ 980,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nuggets Paladini de pollo 380 g. ,"$ 916,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de merluza crocante x kg. ,"$ 2.200,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo rebozados crocante 250 g. ,"$ 674,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de carne congeladas Cabaña nut sin tacc 500 g. ,"$ 1.575,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Bocaditos de pollo rebozados crocante 500 g. ,"$ 1.170,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Nugget de pollo Granja del sol 400 g. ,"$ 1.590,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de cerdo congeladas Cabaña nut sin tacc 500 g. ,"$ 1.160,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa de peceto Holis premium 500 g. ,"$ 1.723,85",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón de merluza espinaca y queso x kg. ,"$ 1.210,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallón de merluza crocante x kg. ,"$ 1.210,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Suprema de pollo Granja Tres Arroyos 360 g. ,"$ 1.065,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Medallones de merluza rebozados a granel x kg. ,"$ 1.210,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesas de merluza x kg. ,"$ 2.200,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa congelada Swift de carne vacuna 1 kg. ,"$ 2.740,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Milanesa merluza con crema de espinaca x kg. ,"$ 2.200,00",,,
Carrefour,Congelados,Nuggets y rebozados,ARG,Formitas de merluza rebozadas a granel x kg. ,"$ 1.210,00",,,
Carrefour,Congelados,Papas,ARG,Papas Simplot tradicionales 1.1 kg. ,,,,
Carrefour,Congelados,Papas,ARG,Papas McCain noisettes 500 g. ,"$ 632,50",,,
Carrefour,Congelados,Papas,ARG,Papas McCain noisettes 1 kg. ,"$ 1.174,00",,,
Carrefour,Congelados,Papas,ARG,Papas fritas Mc Cain tradicional 400 g. ,"$ 355,00",,,
Carrefour,Congelados,Papas,ARG,Papas McCain smiles 600 g. ,"$ 759,00",,,
Carrefour,Congelados,Papas,ARG,Papas fritas Mc Cain onduladas 400 g. ,"$ 426,00",,,
Carrefour,Congelados,Papas,ARG,Papas fritas Mc Cain horneables 600 g. ,"$ 552,00",,,
Carrefour,Congelados,Papas,ARG,Papas noisettes Carrefour 500 g. ," 448,00","$ 412,16c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233030-170-170?v=1767638758&width=170&height=170&aspect=true
Carrefour,Congelados,Papas,ARG,Papas Simplot tradicionales 700 g. ,"$ 427,00",,,
Carrefour,Congelados,Papas,ARG,Papas fritas Simplot 700 super crocantes g. ,"$ 581,00",,,
Carrefour,Congelados,Papas,ARG,Papas Simplot extra crunch 700 g. ,"$ 578,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón Granja Del Sol quínoa y espinaca veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179419-170-170?v=1767640451&width=170&height=170&aspect=true
Carrefour,Congelados,Verduras y frutas,ARG,Choclo congelado Green Life 300 g. ,"$ 408,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Ensalada primavera congelada Green Life 300 g. ,,,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón veggies Green Life espinaca pimiento 190 g. x 2 uni ,"$ 325,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón Granja Del Sol cebolla y arroz veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179444-170-170?v=1767640303&width=170&height=170&aspect=true
Carrefour,Congelados,Verduras y frutas,ARG,Croquetas Granja Del Sol brócoli 400 g. ,"$ 760,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón Granja del Sol calabaza y garbanzo veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179432-170-170?v=1767638928&width=170&height=170&aspect=true
Carrefour,Congelados,Verduras y frutas,ARG,Medallón Granja Del Sol lentejas y arroz veggies 420 g. x 4 uni ," 798,33","$ 479,00c/u",2do al 80% Max 6 Unidades Combinable GRANJA DEL SOL,https://carrefourar.vtexassets.com/arquivos/ids/179438-170-170?v=1767638216&width=170&height=170&aspect=true
Carrefour,Congelados,Verduras y frutas,ARG,Milanesa Granja del sol de soja espinaca 4 uni ,"$ 679,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón veggies Green Life lenteja zanahoria 190 g. x 2 uni ,"$ 335,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Choclo congelado Granja Del Sol 300 g. ,"$ 495,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesas de legumbres Granja del Sol 330 g. ,"$ 562,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesa Granja del sol de soja y calabaza 4 uni ,"$ 679,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón veggies Green Life arveja brócoli 190 g. x 2 uni ,"$ 335,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón Not burger parrillera 2 uni ,"$ 1.060,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Arandanos congelados Karinat doypack 300 g. ,"$ 882,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesa de soja Mamá Lucchetti x 4 uni ," 380,00","$ 285,00c/u",2do al 50% Mi Crf Max 6 Unidades Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/312527-170-170?v=1767639921&width=170&height=170&aspect=true
Carrefour,Congelados,Verduras y frutas,ARG,Medallones de calabaza avena y chía Vegetalex 4 u. ,"$ 499,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesas de espinaca Granja del Sol x 4 uni ,"$ 510,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón de verdura Vegetalex 4 u. ,"$ 527,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Tipo salchicha vegana Veggieland x 5 uni ,"$ 774,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón de pollo Riccisimas con soja finitas 110 g. x 2 uni ,"$ 137,50",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón NotChicken® crispy burger 2 x 200 g. ,"$ 1.075,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón de cerdo Riccisimas con soja finitas 110 g. x 2 uni ,"$ 137,50",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón de yamani y cúrcuma Veggieland x 4 uni ,"$ 598,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesas Paladini de soja clasicas 2 uni ,"$ 245,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesas Paladini de soja con jamón y queso 2 uni ,"$ 339,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallon Paladini 100 vegetal x 2 uni ,"$ 494,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Supremas de pollo Granja del Sol bolsa 360 g. ,"$ 1.501,27",,,
Carrefour,Congelados,Verduras y frutas,ARG,Milanesa de peceto Unión Ganadera 500 g. ,"$ 1.495,00",,,
Carrefour,Congelados,Verduras y frutas,ARG,Medallón burger Beyond meat 2 uni ,"$ 1.728,05",,,
Carrefour,Congelados,Verduras y frutas,ARG,Texturado de soja Orali pollo 1 kg. ,"$ 1.765,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Milanesa grande de soja Lucchetti x 4 uni ," 792,00","$ 594,00c/u",2do al 50% Mi Crf Max 6 Unidades Iguales ,https://carrefourar.vtexassets.com/arquivos/ids/312368-170-170?v=1767639997&width=170&height=170&aspect=true
Carrefour,Congelados,Comidas y panificados,ARG,Milanesa de soja Vegetalex jamón 4 u. ,"$ 349,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Pizza Pietro mozzarella horno casero 600 g. ,"$ 759,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Pizza congelada Sibarita mozzarella a la piedra 470 g. ,"$ 1.065,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Medallón NotChicken® burger 2 x 200 g. ,"$ 1.025,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Milanesa de soja Swift 4 u. ,"$ 357,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Pizza congelada Sibarita mozzarella a la piedra 2 x 470 g. ,"$ 2.308,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Medallon de merluza x kg. ,"$ 918,00",,,
Carrefour,Congelados,Comidas y panificados,ARG,Pizzeta congelada Sibarita mozzarella a la piedra 3 u. ,"$ 1.900,00",,,
